id#steckbrief_id#matrix_id#ergaenzung
160#205#16#basil, fennel seeds
162#166#1#table salt
168#81#34#apples
173#136#6#
176#109#1#soy
177#109#7#cereal
185#53#9#
188#114#93#herbs
239#78#1#
272#100#1#
273#128#1#packaging
275#158#1#potential contributor to antibiotic resistance
276#82#3#canned vegetables
280#197#27#
283#141#60#perch
287#87#5#bitter apricot kernels, flax seeds
289#98#1#food supplements
295#123#1#coconut- and maize-based products
371#156#42#goat cheese
372#66#42#
374#137#100#
375#122#38#
376#122#8#
377#38#1#aloe vera
378#198#1#laxative oral solution
379#26#34#goji beeries
380#155#60#burbot, eel, pike
381#172#15#
382#60#1#pet food
383#187#93#
384#162#1#crops
386#209#99#
387#151#39#whey protein substitute
388#132#11#coconut oil
390#106#1#plant-based lifestyle products
392#97#34#lychee
393#112#82#
394#30#23#microalgae
397#52#49#baked goods containing poppy seeds
399#196#8#
400#148#1#food supplements
401#148#100#
405#202#23#
408#18#61#shellfish
410#74#48#plastic rice, fake rice
411#65#1#soy products
412#17#1#protein powders
413#17#100#
414#14#1#food proteins
415#153#54#
422#173#9#
424#92#9#raw fish, raw seafood
431#139#54#
432#124#8#
433#15#40#
434#199#120#porc production
449#154#120#
450#193#5#pine nuts
451#113#3#mouldy tomatoes
453#89#58#
454#89#39#
455#90#48#rice noodles, rices paper
458#176#82#
462#133#82#fresh water
464#131#1#food supplements
465#185#3#tomatoes
467#45#1#wheatgrass powder
499#62#55#deer, sika deer
568#200#9#
633#213#1#
641#215#1#in general all food 
645#216#27#Inonotus obliquus (Chaga mushroom)
679#219#34#
680#160#6#human breast milk
796#221#32#Pulses
840#223#1#Food contact material (FCM)
866#134#23#algae products
870#189#126#
871#189#65#
914#117#67#
960#177#1#
979#64#6#milk substitutes made from cashews
984#44#6#whey powder
985#47#1#additives, sweeteners
990#23#3#
991#23#54#
992#23#60#
993#23#18#
1008#12#1#agriculture
1009#3#9#
1039#226#32#Lentilles vertes
1069#228#10#
1070#229#65#
1073#230#133#
1075#63#1#packging
1080#169#16#canelle
1131#165#60#
1177#58#1#delivered foods
1178#58#18#
1189#10#47#
1244#32#6#
1245#32#118#beef/red meat
1247#21#60#
1260#41#1#
1261#27#1#dietary supplements
1271#108#1#Eaux souterraines
1275#212#3#Lentil and leek crumbles 
1276#212#34#Mango and pineapple smoothie
1277#190#8#
1280#101#9#raw freshwater fish [tilapia]
1284#125#3#mushrooms, Chinese cabbage
1291#103#3#
1292#103#34#
1295#29#42#cheese from unpasteurised milk
1302#5#1#
1305#135#1#packaging materials
1306#73#3#
1307#73#6#
1308#73#53#livestock
1309#73#60#
1312#241#67#saturated and unsaturated fatty acids rich edible oils
1313#35#1#general foods and beverages
1331#11#9#
1332#99#118#
1333#99#120#
1334#99#54#
1345#220#60#freshwater fish
1350#102#34#Citrus fruit
1352#49#133#
1353#49#81#
1354#49#16#
1366#43#120#
1367#43#55#wild boar, deer
1368#43#61#
1369#180#1#
1378#243#82#Beverages in bottles
1379#20#1#agricultural soil
1391#34#5#nuts, peanuts, raisins
1392#150#156#artificial sweeteners
1394#201#1#starchy foods
1401#116#60#raw fish
1405#157#8#ostrich meat
1406#93#1#Drinks
1407#93#12#Sweets
1408#93#18#
1409#42#3#
1413#4#1#Organic as well as conventional products
1417#71#120#
1420#115#22#rocket
1421#115#82#surface water
1422#115#18#
1426#33#1#
1428#79#1#water
1429#79#18#
1431#86#1#permafrost
1432#86#60#
1434#85#8#
1437#13#3#
1438#13#22#
1439#13#34#Berries
1440#13#93#Herbs
1443#110#3#
1444#110#8#
1445#195#1#agricultural soils
1448#232#1#Meat and dairy processing environments
1449#211#39#
1453#24#6#raw goat milk
1454#24#42#raw goat milk cheese
1456#234#82#
1458#7#3#ready-to-eat vegetables
1459#7#34#ready to eat fruit
1461#126#60#coho salmon
1462#227#3#
1463#227#5#
1464#179#54#chicken meat
1465#239#8#
1466#95#1#ultraprocessed foods
1467#51#8#
1468#147#6#plant-based substitutes
1469#181#1#probiotics
1470#120#42#
1471#25#1#insect-based food
1472#48#3#
