steckbrief_id#gefahr_id
54#169
13#7
195#63
2#159
6#147
65#164
4#91
121#21
197#135
115#27
166#47
55#100
34#41
229#126
165#46
179#6
183#40
40#89
75#48
165#48
34#111
150#45
150#114
235#243
43#2
150#49
159#76
150#64
104#25
91#148
108#62
200#155
20#115
123#57
35#109
33#20
33#1
45#19
209#142
16#176
252#57
145#17
252#93
190#78
124#22
15#79
252#26
118#24
252#226
113#59
113#111
101#29
90#175
252#9
252#118
188#42
252#329
133#47
133#52
131#51
252#331
252#333
185#3
221#111
221#208
252#332
252#334
120#26
122#74
198#149
155#151
92#32
79#95
103#26
178#36
178#35
130#56
178#7
178#10
81#26
93#66
93#67
93#68
93#69
202#48
86#167
18#48
18#163
24#100
62#136
135#54
135#301
126#55
148#75
10#1
205#113
174#81
17#128
17#102
17#165
17#166
31#86
10#19
56#120
56#35
56#119
61#148
61#168
173#8
94#170
139#1
199#19
105#30
105#91
158#12
82#131
219#204
251#323
244#26
70#134
141#16
98#65
98#72
167#26
167#119
21#109
153#13
8#125
250#322
168#34
137#82
72#91
49#117
245#311
201#4
114#60
169#138
160#93
136#33
160#9
160#140
136#116
160#102
109#61
109#117
207#85
156#11
72#150
26#91
60#26
60#93
67#111
67#172
154#14
237#244
87#139
11#99
46#156
97#71
138#50
11#232
76#133
1#2
1#121
1#119
42#5
52#158
196#127
71#160
249#296
220#126
226#126
102#63
110#28
220#127
240#296
134#53
149#15
32#132
7#19
29#101
247#314
186#153
7#7
7#93
7#26
157#10
214#177
164#6
164#9
164#22
68#173
125#58
177#44
68#174
213#129
231#227
48#63
129#18
218#192
33#19
217#192
243#310
236#202
161#91
55#177
232#26
25#93
228#126
117#84
99#31
234#126
234#127
116#23
230#196
64#93
64#91
64#1
63#130
44#93
44#1
47#110
227#26
23#1
227#35
73#112
227#10
227#105
99#63
239#63
239#189
25#26
83#126
9#161
9#91
12#63
12#118
3#171
