meldung_id#gefahr_id
129#150
17#93
144#10
68#125
179#188
64#129
45#93
879#63
204#190
25#101
45#123
20#99
28#1
213#191
51#113
7#89
55#108
17#97
37#93
35#36
35#105
35#35
44#92
37#4
37#106
21#91
37#28
7#90
71#109
37#19
72#142
46#124
74#144
90#162
187#180
74#63
193#1
78#119
19#98
82#18
218#111
98#23
305#119
95#119
92#26
96#48
224#195
227#102
113#90
87#35
87#93
87#86
87#36
105#90
229#198
229#199
228#192
227#165
723#19
229#200
229#201
233#202
242#26
239#1
239#9
239#106
226#197
682#288
280#35
260#93
225#196
258#165
258#209
258#210
258#102
258#167
258#211
258#212
314#26
346#166
530#93
560#269
886#89
278#114
278#93
278#99
278#1
303#26
252#118
277#180
277#214
277#215
277#216
277#217
297#220
246#126
246#127
283#125
289#219
313#126
301#126
334#126
347#19
339#126
336#126
335#126
308#109
338#126
333#126
556#126
315#126
316#197
417#91
300#221
302#126
57#126
302#222
321#167
389#126
389#127
436#241
407#63
443#91
467#66
410#26
413#236
481#250
440#91
506#253
440#102
515#19
467#58
475#111
438#63
471#167
458#246
484#2
52#35
52#105
52#10
494#252
480#165
493#165
480#187
480#102
480#249
476#9
514#255
516#230
516#197
523#125
524#125
524#91
524#62
533#128
534#221
586#91
591#246
550#165
536#257
603#93
609#87
636#111
615#7
624#7
622#273
502#238
502#99
528#19
531#93
256#111
503#19
857#106
644#244
638#275
610#86
605#126
727#91
727#299
723#1
728#111
728#298
741#238
743#126
745#125
747#273
782#166
798#91
811#26
881#315
795#19
945#323
959#327
719#89
753#10
730#101
733#126
777#238
777#300
777#99
896#193
774#119
774#121
774#2
774#8
775#102
824#306
901#111
818#284
907#91
809#45
835#148
908#126
828#26
840#1
840#106
621#142
857#211
857#312
929#128
940#99
897#19
897#1
919#202
813#45
816#19
799#302
880#4
919#244
919#63
869#111
960#26
965#335
3#85
62#128
160#9
133#63
173#26
170#126
217#193
307#63
376#63
376#76
539#93
420#93
420#195
420#26
543#234
543#264
707#63
568#93
580#125
602#45
682#111
707#244
825#243
815#126
825#307
801#303
849#310
724#296
903#99
820#166
847#87
801#304
785#160
812#187
812#165
812#185
812#91
792#150
949#287
58#127
61#2
27#86
40#90
56#91
23#1
132#93
23#19
81#109
11#90
11#89
14#96
132#183
191#129
210#51
267#156
106#107
267#213
267#26
221#194
253#26
255#148
332#93
269#160
351#230
390#126
298#66
325#125
366#126
223#26
391#128
391#167
395#93
834#2
400#90
348#90
402#90
430#130
540#261
576#125
875#1
637#274
683#19
681#256
656#69
763#26
967#246
967#306
877#165
836#111
836#308
877#187
877#102
877#128
935#26
4#92
24#26
29#102
295#180
122#92
388#126
53#62
54#51
254#26
487#244
439#195
468#248
403#90
341#229
554#125
448#122
490#126
479#109
552#126
558#99
558#266
558#267
577#111
670#86
