id#bezeichnung_de#bezeichnung_en#bezeichnung_fr#bezeichnung_it#erf_date#erf_user#mut_date#mut_user#version#Dates_erf_date#Time_erf_date#Dates_mut_date#Time_mut_date
1#Mikrobiologie#Microbiology#Microbiologie#Microbiologia#2022-08-08T20:05:21#-1#2022-08-08T20:05:21#-1#0#2022-08-08#20:05:21#2022-08-08#20:05:21
2#Chemie#Chemistry#Chimie#Chimica#2022-08-08T20:05:21#-1#2022-08-08T20:05:21#-1#0#2022-08-08#20:05:21#2022-08-08#20:05:21
3#Betrug / Täuschung#Fraud / Deception#Fraude / Tromperie#Froda / Truffa#2022-08-08T20:05:21#-1#2022-08-08T20:05:21#-1#0#2022-08-08#20:05:21#2022-08-08#20:05:21
4#Ernährung#Nutrition#Nutrition#Nutrizione#2022-08-08T20:05:21#-1#2022-08-08T20:05:21#-1#0#2022-08-08#20:05:21#2022-08-08#20:05:21
5#Allergie#Allergy#Allergie#Allergia#2022-08-08T20:05:21#-1#2022-08-08T20:05:21#-1#0#2022-08-08#20:05:21#2022-08-08#20:05:21
